Site,date,FSC_dry,FSC_carbon,FSC_nitrogen,FSC_fraction_canopy,Frond_density,Plant_density,Surface_Irradiance,Bottom_Irradiance,Subsurface_Irradiance,Plant_loss_rate,Frond_loss_rate,Cut_frond_loss_rate,Blade_loss_rate,Dissolved_loss_rate,Carbon_lost_as_plants,Carbon_lost_as_fronds,Carbon_lost_as_cut_fronds,Carbon_lost_as_blades,Carbon_lost_as_dissolved,SE_FSC_dry,SE_FSC_carbon,SE_FSC_nitrogen,SE_FSC_fraction_canopy,SE_frond_density,SE_plant_density,SE_plant_loss_rate,SE_frond_loss_rate,SE_cut_frond_loss_rate,SE_blade_loss_rate,SE_dissolved_loss_rate,SE_carbon_lost_as_plants,SE_carbon_lost_as_fronds,SE_carbon_lost_as_cut_fronds,SE_carbon_lost_as_blades,SE_carbon_lost_as_dissolved
ABUR,2013-02-11,0.1777346782,0.0494917239,0.0042037665,0.2153767683,2.3854166667,0.0583333333,523.70687791,10.802355672,110.18166211,0,0.008307452,0,0.0102226542,0.0025712724,0,0.0004815513,0,0.0005925682,0.0001490468,0.0244353665,0.0077121763,0.0008742103,0.0195232749,0.2645304776,0.0035095358,0,0.0022007716,0,0.0007326458,0.0002019917,0,0.0001356385,0,0.0000775819,0.0000180571
ABUR,2013-03-12,0.3501665752,0.1267154688,0.0090887537,0.4998409112,2.7208333333,0.0520833333,753.34302546,11.161579705,132.07541531,0.0027600934,0.0090186933,0,0.0103249413,0.0025393421,0.0002267163,0.0007408027,0,0.0008480989,0.0002085836,0.0549408585,0.021757717,0.0020577406,0.0266178437,0.3032521554,0.0028968257,0.0029194059,0.0025823514,0,0.0007606365,0.0001950826,0.0002410248,0.0002276798,0,0.0001165904,0.000025405
ABUR,2013-04-02,0.2850404583,0.0833315251,0.0032046218,0.4507893241,2.9,0.04375,760.98050883,14.016531739,142.78429257,0,0.0027620448,0,0.0119185468,0.0027894503,0,0.0002929734,0,0.0012642145,0.0002958803,0.0398459481,0.0130220986,0.000675673,0.0291585571,0.3279246352,0.0026182448,0,0.0007245249,0,0.0009635497,0.0002076715,0,0.0000905618,0,0.0002115162,0.0000426462
ABUR,2013-05-02,0.3512739688,0.1125493119,0.0064753034,0.538265894,2.9708333333,0.0416666667,870.78291736,13.180467857,154.4467154,0,0.0075098272,0,0.0119645504,0.0033184756,0,0.000730028,0,0.0011630703,0.000322588,0.0485821808,0.0173548786,0.0014425478,0.0283250213,0.3292028517,0.0024520785,0,0.0021093557,0,0.0009499923,0.0002454222,0,0.0002151459,0,0.0001589054,0.0000365931
ABUR,2013-06-05,0.3747404939,0.1164042356,0.0045724251,0.4876359056,3.25,0.04375,1002.4919834,13.437765614,172.16534237,0,0.0045667841,0,0.0121591675,0.0035954269,0,0.0005227413,0,0.0013918107,0.000411554,0.0545924805,0.0187504475,0.0009899206,0.027549603,0.3844615555,0.0028670742,0,0.0012885158,0,0.0009938647,0.0002547203,0,0.0001582271,0,0.0001897031,0.0000475234
ABUR,2013-07-03,0.2783431912,0.087229873,0.0052342946,0.3830139043,3.2104166667,0.04375,813.16498935,43.001901042,193.0912684,0,0.0037430153,0,0.0115996942,0.0030550813,0,0.0003784809,0,0.0011729213,0.0003089193,0.0442356613,0.0151506536,0.001189721,0.0244458501,0.3898543329,0.0028849154,0,0.0011022349,0,0.0008855852,0.0002229447,0,0.0001214915,0,0.0001724436,0.0000384251
ABUR,2013-08-05,0.3148982343,0.102636293,0.0047309996,0.386898266,3.6625,0.0625,787.92418606,84.604798397,223.85136801,0,0.006162241,0,0.0109650593,0.0028421641,0,0.0005837143,0,0.0010386582,0.0002692222,0.0491348964,0.0173399667,0.0010811022,0.0243507948,0.4247217719,0.0033179646,0,0.0016968532,0,0.0007900137,0.000215895,0,0.0001773684,0,0.0001531347,0.0000350002
ABUR,2013-09-03,0.3651917709,0.1130442616,0.003070749,0.4153284718,3.7333333333,0.0604166667,773.12779706,43.197520091,191.00556184,0,0.006480798,0,0.0110604283,0.002820375,0,0.0006983482,0,0.0011918332,0.0003039138,0.0575279833,0.0191408006,0.0006847319,0.0253659818,0.4444632662,0.0033432521,0,0.0018583087,0,0.0008339564,0.0002055664,0,0.0002195757,0,0.0001729638,0.0000394206
ABUR,2013-09-30,0.2467440249,0.0762600226,0.0020111911,0.3826939467,2.9625,0.0541666667,722.53977248,32.367690358,166.06745642,0,0.0123720259,0,0.0110494537,0.0027500763,0,0.0011561489,0,0.0010325563,0.0002569909,0.0376690501,0.0128122545,0.000460988,0.0294043721,0.3318288826,0.0029243398,0.0001019089,0.0034681421,0,0.000790921,0.0002123109,0.0000109942,0.000356593,0,0.0001493959,0.0000348996
ABUR,2013-11-04,0.2516263392,0.0782735479,0.0022043702,0.2912876663,3.0354166667,0.0645833333,651.33017049,57.170591174,180.41668504,0,0.0044016145,0,0.0104898612,0.002503049,0,0.0003400794,0,0.000810472,0.0001933916,0.0470108478,0.0153758087,0.0005418817,0.0253027489,0.4219628897,0.0041555226,0,0.0012060214,0,0.0007034686,0.000198625,0,0.0001014241,0,0.0001179983,0.0000267511
ABUR,2013-12-03,0.2169228536,0.0641928702,0.001641419,0.2810860152,2.5395833333,0.0583333333,549.45354331,31.528942639,141.2098761,0.0030003923,0.0114241572,0,0.0103776748,0.0022002517,0.0002130298,0.0008111227,0,0.0007368217,0.0001562193,0.0357900677,0.0112075105,0.0003849637,0.0213917145,0.3262167752,0.0036854267,0.0030901101,0.0031986074,0,0.0007010536,0.000176096,0.0002215695,0.00025225,0,0.0001118364,0.0000224641
ABUR,2014-01-03,0.220494745,0.0578128618,0.0024926272,0.3366944735,2.4541666667,0.06875,550.28864392,18.822227471,123.28088248,0.0028068186,0.0020396602,0,0.0106268351,0.0023986006,0.0001710678,0.0001243116,0,0.0006476761,0.000146188,0.0403712201,0.0112569993,0.000606006,0.0257020653,0.327447287,0.0039531944,0.0029448653,0.0005722763,0,0.0007135607,0.0001927506,0.0001769875,0.0000379416,0,0.0000961447,0.0000202788
ABUR,2014-02-04,0.2426233841,0.0896994062,0.0042153416,0.4330714793,2.4020833333,0.0458333333,546.1993108,13.601484876,111.17486008,0.0027191055,0.0058180393,0,0.0111449078,0.0022263032,0.0001973872,0.0004223471,0,0.0008090387,0.0001616133,0.0445387339,0.0177096608,0.0010209163,0.0305029145,0.3398818866,0.0029136923,0.0029499363,0.0016425374,0,0.0008115666,0.0001850158,0.0002162668,0.0001341717,0,0.0001317721,0.0000237419
ABUR,2014-03-12,0.0133032054,0.0044480699,0.0002034202,0.181862717,0.2291666667,0.0166666667,653.00392674,19.180398487,147.41810699,0.0497710964,0.0827558985,0,0.0101268386,0.0022096836,0.0014124704,0.002348557,0,0.0002873929,0.0000627093,0.0021825342,0.0007800918,0.0000490574,0.0195908633,0.0258000139,0.001067526,0.0147545448,0.0302213876,0,0.0006887134,0.0002028669,0.0004816091,0.0009384815,0,0.0000491061,0.0000103183
ABUR,2014-04-09,0.0101253255,0.003637044,0.000273684,0.1191911375,0.1958333333,0.0208333333,861.28143874,25.169903078,193.8082272,0.0055053814,0.0299823193,0,0.0078073241,0.0020597678,0.000022181,0.0001207976,0,0.0000314554,8.2987245E-6,0.0017721089,0.0006863502,0.0000670684,0.0197501565,0.0231683424,0.0016592483,0.0059460912,0.0104183934,0,0.0004990501,0.0001668669,0.0000240221,0.000045262,0,4.6590137E-6,1.1627159E-6
ABUR,2014-05-09,0.0194000476,0.0069693687,0.0005246289,0.2498205424,0.2875,0.0166666667,914.66396482,21.059910948,203.39728279,0.005138356,0.0031509299,0,0.0083409047,0.0021712967,0.0000263283,0.0000161449,0,0.0000427377,0.0000111254,0.0032197448,0.0012368504,0.0001236815,0.0253177903,0.0331597479,0.0010279489,0.0057121151,0.0010699329,0,0.0005560565,0.0001830021,0.0000299663,5.8339834E-6,0,6.5226611E-6,1.6237695E-6
ABUR,2014-06-03,0.0175102398,0.0064357265,0.0002445788,0.1444368942,0.3375,0.0395833333,1019.8877409,17.323183764,193.42376527,0,0.0130134484,0,0.0092058956,0.0021757608,0,0.0000871772,0,0.0000616703,0.0000145754,0.0027980203,0.0011421195,0.0000563928,0.0248861651,0.0382983959,0.0027447502,0,0.004104144,0,0.0005899067,0.0001917345,0,0.0000298237,0,8.9708476E-6,2.0006003E-6
ABUR,2014-07-02,0.0378961169,0.0135131434,0.0004367417,0.1103362819,1.06875,0.2291666667,939.66291352,9.0514181675,152.83635847,0,0.0068846686,0,0.0077129138,0.001809372,0,0.0000656859,0,0.0000735881,0.000017263,0.0051186274,0.0021109686,0.0000929453,0.0219047454,0.1373187463,0.0205910432,0,0.0021223465,0,0.0005190023,0.0001534424,0,0.0000220437,0,9.9642268E-6,2.1234403E-6
ABUR,2014-08-04,0.0401941728,0.0158603753,0.0005909372,0.0411052615,1.1041666667,0.2645833333,938.70048073,15.830947584,171.999593,0,0.0033396318,0,0.0061517843,0.0016608518,0,0.0000489438,0,0.0000901571,0.0000243405,0.0061777226,0.002722361,0.0001322142,0.0082402067,0.1222202441,0.0187422498,0,0.0009726405,0,0.0004526794,0.0001408975,0,0.00001537,0,0.0000126066,3.009064E-6
ABUR,2014-09-09,0.093518846,0.0374936086,0.0010615951,0.016691784,2.3041666667,0.4104166667,858.37704874,21.122063714,162.26368433,0,0.0025370637,0,0.0050273047,0.0014063856,0,0.0000637939,0,0.0001264105,0.0000353633,0.0133738541,0.0058418863,0.000239689,0.0034232805,0.2696127319,0.0324508384,0,0.0007214377,0,0.0003837642,0.0001138679,0,0.0000196455,0,0.0000178818,4.3992702E-6
ABUR,2014-10-13,0.0753814106,0.0286748079,0.0006949358,0.0327080482,1.5,0.2458333333,681.63727727,35.935907061,148.39151013,0.0053623987,0.0125129488,0.0007570532,0.005049068,0.0013740482,0.0001763552,0.0004115181,0.0000248975,0.0001660506,0.0000451888,0.0111339589,0.0047335792,0.0001470449,0.0069834436,0.1774818068,0.0184861502,0.0040108327,0.0037427708,0.0001517002,0.0003563677,0.0001157305,0.0001358827,0.0001355469,6.006431E-6,0.0000216253,5.5669679E-6
ABUR,2014-11-10,0.0756727518,0.0287548986,0.0008026403,0.0081461805,1.8520833333,0.2708333333,569.1316628,71.6248833,156.02018464,0.0037628756,0.015326645,0.0007478334,0.0048829637,0.001424894,0.0001080503,0.0004401021,0.0000214739,0.0001402135,0.0000409156,0.0112689606,0.004719727,0.000173379,0.0023354868,0.2223791347,0.0201830755,0.0040044039,0.0044706642,0.0001807189,0.0003711135,0.0001172933,0.0001169589,0.000135518,5.653148E-6,0.0000193031,4.9974125E-6
ABUR,2014-12-01,0.0573563681,0.0219287281,0.0007732151,0.0274788803,1.3770833333,0.1958333333,544.14121686,40.452713649,138.24512549,0.0095557474,0.0238455785,0,0.0044782123,0.0013667109,0.0002406886,0.0006006186,0,0.0001127965,0.0000344245,0.0080718709,0.0035178698,0.0001676925,0.0050222241,0.1499622009,0.0144168123,0.0072602435,0.0066472223,0,0.0003604522,0.0001116069,0.0001882251,0.0001804321,0,0.0000156426,4.2513629E-6
ABUR,2015-01-07,0.0572302477,0.0239408833,0.0011011774,0.0998466277,1.0583333333,0.1166666667,513.28637654,18.661741371,111.97819651,0.029692224,0.0525596666,0,0.0059220734,0.0012788697,0.0006805484,0.0012046721,0,0.0001357344,0.0000293118,0.0076919753,0.003515105,0.0002344297,0.0076585477,0.1137792481,0.0085439931,0.0122467893,0.0134981198,0,0.0003798807,0.0001049234,0.0002898096,0.0003319216,0,0.0000169778,3.4092999E-6
ABUR,2015-02-04,0.0707202633,0.0253219988,0.0008910837,0.173003791,1.1791666667,0.1229166667,531.50608965,15.366570168,107.96901459,0,0.0059681415,0,0.0074572748,0.0014345757,0,0.0001469654,0,0.0001836353,0.0000353264,0.0097395388,0.0039560823,0.0001876031,0.0258117428,0.1272019138,0.0083489885,0,0.0017283433,0,0.0004375214,0.0001146578,0,0.0000448943,0,0.0000227723,4.2028761E-6
ABUR,2015-03-04,0.0329266258,0.0136213643,0.0007322116,0.0518452264,0.65625,0.0875,590.582202,18.652329867,125.16295,0.0144808967,0.0287164314,0,0.0066286742,0.0015392796,0.0002732683,0.0005419065,0,0.0001250894,0.0000290477,0.0049687465,0.0022328489,0.0001654056,0.0059832781,0.0814388019,0.0070472925,0.007960283,0.0081932559,0,0.0004284972,0.0001313193,0.0001492917,0.000165141,0,0.0000163495,3.5155419E-6
ABUR,2015-04-13,0.0423170423,0.0158420163,0.0011066516,0.1027074341,0.8895833333,0.06875,716.25932062,41.158784017,170.47854978,0.0079613433,0.0238531368,0,0.0055915993,0.0015554681,0.0001170616,0.0003507306,0,0.0000822175,0.0000228712,0.0076824568,0.0030682677,0.0002747425,0.023341992,0.1138464533,0.0053470454,0.0050078366,0.0063529103,0,0.0003763288,0.0001304968,0.0000748285,0.0001067036,0,0.0000122173,3.3219581E-6
ABUR,2015-05-04,0.0553325789,0.0207611478,0.001607936,0.112317445,0.9708333333,0.0708333333,786.07543622,30.549145628,162.1645121,0.0041433989,0.0210359857,0,0.0060743434,0.0016839732,0.000075372,0.0003826628,0,0.0001104976,0.0000306329,0.00969697,0.0039685773,0.0003861325,0.0244973701,0.124223023,0.0058749832,0.0044513027,0.0057288378,0,0.0004105115,0.0001382619,0.0000818319,0.0001170308,0,0.0000178824,4.6088007E-6
ABUR,2015-06-09,0.0753981299,0.0309666284,0.001136396,0.0891080884,1.6520833333,0.3083333333,804.50265427,9.3717855401,129.08546909,0.0072878962,0.0254930455,0,0.0063939412,0.0014869546,0.0001860218,0.0006507037,0,0.0001632038,0.0000379542,0.0117229755,0.0052114103,0.0002576342,0.0088983651,0.2020030794,0.0253484493,0.004359879,0.0062405217,0,0.0004038275,0.0001253991,0.0001147728,0.000181243,0,0.0000228451,5.1773467E-6
ABUR,2015-07-08,0.1387927932,0.0457357712,0.0011067835,0.3302329663,2.0145833333,0.2958333333,681.26490037,7.475697754,110.85732467,0,0.0037597413,0,0.0086270323,0.0018577794,0,0.0001423906,0,0.0003267269,0.0000703587,0.0252110018,0.008745727,0.0002740508,0.0234687456,0.2577170571,0.0218303752,0,0.0010348513,0,0.0005469118,0.0001580271,0,0.0000429001,0,0.0000494329,0.0000106951
ABUR,2015-08-05,0.16757201,0.0676212768,0.0019578376,0.3122457578,2.48125,0.3145833333,713.91415244,16.95423791,130.52345036,0.0059662173,0.02361464,0,0.0103198967,0.002037839,0.0003339122,0.0013216442,0,0.0005775753,0.0001140521,0.0311455524,0.0134130243,0.0004826956,0.030055951,0.3308474507,0.0236344664,0.0044506383,0.0060288134,0,0.0007166002,0.0001637639,0.0002561252,0.0003788552,0,0.0000943291,0.0000174749
ABUR,2015-09-04,0.0900149527,0.0310004596,0.0005703683,0.0587411947,2.0354166667,0.2083333333,693.56174689,54.480020042,174.11724813,0.0055684695,0.0257035936,0,0.0079882332,0.0018538117,0.0002614649,0.0012069005,0,0.0003750838,0.0000870449,0.016258427,0.0059660972,0.0001411934,0.0091161818,0.2842771203,0.0161064955,0.0042125014,0.0067339634,0,0.0004831326,0.000156023,0.0002079839,0.0003600996,0,0.0000620494,0.0000140408
ABUR,2015-10-01,0.0703240262,0.0265548681,0.0008390322,0,1.55625,0.1875,671.58897864,166.21608435,257.84487313,0.0032226436,0.0248664383,0,0.0049555935,0.0018629241,0.0000925554,0.0007141726,0,0.0001423263,0.0000535038,0.0139235897,0.0055080934,0.0002133468,0,0.2199462672,0.0144352665,0.0036452198,0.0068762234,0,0.0003629368,0.0001523083,0.0001049858,0.0002253349,0,0.0000231908,8.0974137E-6
ABUR,2015-11-05,0.0722425556,0.0294559507,0.0012222574,0,1.575,0.125,587.83781824,152.00448261,227.45196144,0.0115847174,0.0078185443,0,0.0038232,0.0015754253,0.0003241444,0.0002187656,0,0.0001069745,0.0000440809,0.0145269994,0.0062035902,0.0003207508,0,0.2194511516,0.0100149899,0.0062225072,0.0022293004,0,0.0003773666,0.0001307055,0.0001842156,0.0000710263,0,0.0000181544,6.8879251E-6
ABUR,2015-12-02,0.0619381593,0.0215279694,0.000939173,0,1.4125,0.1520833333,542.78936835,138.40617509,213.23451878,0.0035300067,0.0160171596,0,0.0038232,0.001584651,0.0000892568,0.0004049963,0,0.0000966702,0.0000400681,0.0097406297,0.0036640359,0.0002128839,0,0.1837821413,0.0121459746,0.0038512475,0.0046759481,0,0.000370542,0.0001319927,0.0000985754,0.0001303122,0,0.0000172942,5.8919798E-6
ABUR,2016-01-10,0.0123039099,0.0038871814,0.0003000886,0.0330539978,0.18125,0.0395833333,512.32338046,37.93101899,130.94760236,0.0281695459,0.014656302,0,0.0045928708,0.0014800186,0.0002903208,0.0001510507,0,0.000047335,0.0000152534,0.0021927556,0.0007482091,0.0000730367,0.0120613613,0.0231145229,0.0027134095,0.0120303322,0.0045086748,0,0.0004111596,0.000129628,0.0001270646,0.000050762,0,8.5651908E-6,2.4896106E-6
ABUR,2016-02-07,0.0047048346,0.0018659718,0.0001453812,0.0540259978,0.09375,0.0208333333,536.20519479,19.409638861,110.01220603,0.0079694125,0.033557964,0,0.006006565,0.0014663803,0.0000219482,0.0000924206,0,0.0000165424,4.0384965E-6,0.0011569352,0.0004732323,0.0000430166,0.0097449776,0.016819929,0.0020520297,0.0059213806,0.0099449638,0,0.0004195169,0.0001278821,0.0000169102,0.0000307658,0,2.6903821E-6,6.4022478E-7
ABUR,2016-03-10,0.0005132808,0.0001534166,6.1648883E-6,0,0.0166666667,0.00625,609.21478259,36.958839082,153.18583618,0.0406025933,0.0490600047,0,0.0052368943,0.0014245699,0.0000278317,0.000033629,0,3.5897138E-6,9.7649442E-7,0.000140377,0.0000433507,1.9761014E-6,0,0.0027823326,0.0005356266,0.0164287434,0.0146503216,0,0.0003691737,0.0001367809,0.0000126625,0.0000118006,0,8.2168955E-7,2.2508771E-7
ABUR,2016-04-07,0,0,0,-99999,0,0,717.94659921,100.50016933,223.55878739,0.032724669,0.0462547708,-99999,0.0038232,0.0020553618,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,0,0,0.0175021866,0.0198761469,-99999,0.0003714914,0.0002001512,-99999,-99999,-99999,-99999,-99999
ABUR,2016-05-03,0.0001824998,0.0000556478,4.8863965E-6,0,0.00625,0.0041666667,776.16227832,56.708660021,231.96475639,0,0.012343344,-99999,0.0038232,0.0020473839,-99999,-99999,-99999,-99999,-99999,0.0000526514,0.0000165193,1.6738679E-6,0,0.0012113104,0.0004933975,0,0.0064133811,-99999,0.000382402,0.000193019,-99999,-99999,-99999,-99999,-99999
ABUR,2016-06-01,0,0,0,-99999,0,0,836.84163436,96.639771472,272.85857843,0.0139815555,0.0183613374,-99999,0.0038232,0.0022061758,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,0,0,0.0143203301,0.0098240345,-99999,0.0003895553,0.0002084653,-99999,-99999,-99999,-99999,-99999
ABUR,2016-07-08,0.005680307,0.0016873807,0.0000645982,0,0.2083333333,0.0979166667,782.44133276,29.385437726,199.00025293,0.0374674152,0.1022753955,-99999,0.0038232,0.0019701799,-99999,-99999,-99999,-99999,-99999,0.0012860576,0.0003950557,0.0000181332,0,0.037036191,0.0108153522,-99999,0.0391125534,-99999,0.0003830304,0.0001863267,-99999,-99999,-99999,-99999,-99999
ABUR,2016-08-04,0.0099458764,0.0032780681,0.0001239342,0.005111332,0.26875,0.0604166667,787.24063338,78.237039249,248.77945938,0.0339366938,0.0372368275,0,0.0040365775,0.0020299187,0.0000812898,0.0000891947,0,9.6689612E-6,4.8623383E-6,0.0020028032,0.0007057334,0.0000320722,0.0019168746,0.0399388066,0.0051137542,0.0183831709,0.0115135275,0,0.0003903617,0.0001711472,0.0000469511,0.0000310207,0,1.8022819E-6,7.977349E-7
ABUR,2016-09-08,0.0166759215,0.0051876633,0.0002468695,0,0.2916666667,0.0375,763.78907412,75.034208763,235.63902791,0.0313889225,0.0622626992,0,0.0040365775,0.0019783844,0.0001305803,0.0002590175,0,0.0000167925,8.2302259E-6,0.0034999987,0.0011544714,0.0000677111,0,0.0488899124,0.0036186396,0.0143941321,0.0198897416,0,0.0003803143,0.0001644813,0.0000632171,0.0000887253,0,2.8919166E-6,1.3099119E-6
ABUR,2016-10-03,0.0164601593,0.0051977622,0.0002491428,0.0957425103,0.25,0.03125,695.21827389,61.398046769,211.9560863,0.020433025,0.0388809151,0,0.0058412149,0.001991721,0.0001061028,0.0002018974,0,0.0000303317,0.0000103424,0.0040042473,0.0013197665,0.0000743611,0.0156268312,0.0480615814,0.003583461,0.0165939107,0.0121821048,0,0.0003638984,0.00016869,0.0000884627,0.0000694354,0,5.5769679E-6,1.7983862E-6
ABUR,2016-11-03,0.0312750624,0.008231624,0.0003939122,0.0158483327,0.6291666667,0.08125,620.27026948,35.006947911,173.99340891,0.0049726026,0.0283242638,0,0.0065222138,0.0020356695,0.0000328135,0.000186908,0,0.0000430392,0.0000134331,0.0057123015,0.0015899461,0.0000974876,0.0022799094,0.0914814939,0.0071184757,0.0053839855,0.0089139158,0,0.0003984645,0.0001787697,0.0000362914,0.0000634345,0,7.4021657E-6,2.2868423E-6
ABUR,2016-12-01,0.0301516491,0.0081557397,0.0004221783,0.1804055349,0.3979166667,0.05625,563.70673233,19.095398953,147.82100758,0.0144808967,0.0505740836,0,0.0071737719,0.0021378271,0.000118651,0.000414385,0,0.0000587792,0.0000175166,0.0060247575,0.0017166063,0.0001105301,0.0235174643,0.0586365766,0.005003537,0.0091982356,0.0136220661,0,0.0004501884,0.000181975,0.0000763076,0.0001245589,0,9.5170302E-6,2.7846948E-6
ABUR,2017-01-04,0.0302980027,0.0087403277,0.0006522297,0.2313324773,0.3958333333,0.0375,512.43758981,13.76146455,123.93684711,0.0065630456,0.019010057,0,0.0095874111,0.0021266428,0.0000554227,0.0001605335,0,0.0000809624,0.0000179588,0.0053588208,0.0016387403,0.0001590245,0.0179992519,0.0547480597,0.0031827977,0.0049623865,0.0050417063,0,0.000622893,0.0001738755,0.0000429039,0.0000497084,0,0.0000133188,2.7818242E-6
ABUR,2017-02-09,0.0046719802,0.0014586063,0.0001022031,0.195861312,0.0520833333,0.00625,534.02348053,9.7735287045,116.91096134,0.036091194,0.0094689884,0,0.0090386305,0.0020813205,0.0001467808,0.0000385098,0,0.0000367596,8.4646084E-6,0.0009518291,0.0003165044,0.0000268988,0.050999991,0.0070222585,0.0005354855,0.0149038996,0.0030203355,0,0.0006877836,0.0001817183,0.0000624282,0.0000141377,0,6.967473E-6,1.5545089E-6
ABUR,2017-03-07,0,0,0,-99999,0,0,602.66638992,34.073345608,158.42890151,0.0845086376,0.1051522646,-99999,0.0080647848,0.0020880399,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,0,0,0.0144916045,0.0334021116,-99999,0.0009208933,0.0002145997,-99999,-99999,-99999,-99999,-99999
ABUR,2017-04-07,0,-99999,-99999,-99999,0,0,716.28569042,50.235665174,210.41851278,0,0.010272701,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,-99999,-99999,-99999,0,0,0,0.0072941258,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
ABUR,2017-05-02,0,-99999,-99999,-99999,0,0,773.23253301,38.991298764,221.04808822,0,0.0018608006,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,-99999,-99999,-99999,0,0,0,0.0013341292,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
ABUR,2017-06-01,0,-99999,-99999,-99999,0,0,837.26044358,24.592027166,206.9350701,0,0.0024702657,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,-99999,-99999,-99999,0,0,0,0.0017604218,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
ABUR,2017-07-07,0.0002281248,0.0000797516,2.7490532E-6,0,0.0166666667,0.0083333333,781.87286281,15.999511818,180.42654915,0,0.0047736182,-99999,0.0038232,-99999,-99999,-99999,-99999,-99999,-99999,0.0000444889,0.0000164632,7.176554E-7,0,0.0020281027,0.0006154142,0,0.0033689376,-99999,0.0003753093,-99999,-99999,-99999,-99999,-99999,-99999
ABUR,2017-08-01,0.0011771239,0.0004424956,0.000011179,0,0.0875,0.03125,792.29397126,17.68691987,185.60963923,0,0.0096464823,0,0.0038232,0.0015321343,0,2.0421217E-6,0,8.0935613E-7,3.2434669E-7,0.0001952244,0.0000798073,2.5721618E-6,0,0.0106370851,0.0023333566,0,0.0068547041,0,0.0003801983,0.0001389913,0,1.4913554E-6,0,1.3758171E-7,4.6297752E-8
ABUR,2017-09-07,0.0015489673,0.0004726756,0.0000125471,0,0.0916666667,0.0375,763.88584452,31.620032353,206.69634129,0,0.0024219502,0,0.0038232,0.0017704957,0,1.1078477E-6,0,1.7488069E-6,8.0985961E-7,0.0002634507,0.0000858624,2.9547413E-6,0,0.0120524168,0.0028309805,0,0.0017528714,0,0.0003762652,0.0001448121,0,8.089036E-7,0,2.7952833E-7,1.110168E-7
ABUR,2017-10-03,0.0022880916,0.0007328005,0.0000201776,0,0.1145833333,0.0333333333,696.16739478,37.589442907,197.36202179,0,0.0110646951,0,0.0038232,0.001856715,0,6.5642825E-6,0,2.268166E-6,1.1015217E-6,0.0003734746,0.0001294285,4.6642721E-6,0,0.0144179955,0.0026248084,0,0.0079096477,0,0.0003882351,0.0001565524,0,4.7815303E-6,0,3.5810511E-7,1.4497014E-7
ABUR,2017-11-03,0.0045921518,0.0011814581,0.0000483753,0,0.25,0.0895833333,620.27026948,27.923360862,169.22318524,0,0.0061630722,0,0.0038232,0.0019768189,0,5.7892146E-6,0,3.5912812E-6,1.8569033E-6,0.0007946571,0.0002214903,0.0000113396,0,0.0337936242,0.0071398165,0,0.0044581369,0,0.000375147,0.0001641721,0,4.2821514E-6,0,5.9004931E-7,2.4238564E-7
ABUR,2017-12-07,0.015133798,0.0047934237,0.0002518185,0,0.4625,0.0895833333,557.45650095,28.767906854,161.0980618,0,0.0073916008,0,0.0038232,0.0017840568,0,0.0000190634,0,9.8602717E-6,4.6011941E-6,0.0026193419,0.0008910491,0.0000603375,0,0.0627425966,0.0071740575,0,0.0021839459,0,0.000369393,0.000155165,0,6.3042588E-6,0,1.6315133E-6,6.5913172E-7
ABUR,2018-01-25,0.0307865546,0.0083133251,0.0004427408,0.2307639045,0.5333333333,0.0958333333,514.41659229,20.260925322,133.77255611,0.0019451057,0.0120395599,0,0.00670606,0.0020411384,0.0000124344,0.000076965,0,0.0000428697,0.0000130483,0.0054106593,0.0015617708,0.0001076101,0.0177705028,0.0723075775,0.0070119945,0.0020616449,0.0036165469,0,0.0003988879,0.0001755369,0.0000135064,0.000025289,0,6.2986247E-6,1.866048E-6
ABUR,2018-02-16,0.049733245,0.0145372818,0.0004531565,0.2448137863,0.6645833333,0.0729166667,568.41526117,21.740389938,142.6309996,0.0047891143,0.0285173085,0,0.0097353143,0.0022847776,0.0000533361,0.0003175956,0,0.0001084216,0.0000254454,0.0086937555,0.0026752713,0.0001103741,0.0233811179,0.0901584707,0.0062995826,0.0051799059,0.0086534472,0,0.0005999925,0.0001865204,0.0000588776,0.0001056554,0,0.0000155745,3.4671402E-6
ABUR,2018-03-07,0.0674650283,0.019981808,0.0017423983,0.3847745624,0.875,0.0854166667,601.8825366,24.482515791,162.5616366,0.0061991071,0.0236815766,0,0.010582893,0.0024838364,0.0001061006,0.0004053211,0,0.0001811311,0.000042512,0.0123930456,0.0039178375,0.0004241691,0.0259573717,0.1205368456,0.0070861249,0.006608728,0.0071058924,0,0.000702417,0.0001945861,0.0001130423,0.0001316454,0,0.0000280194,6.3315955E-6
